Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
8080 Cypress Ave,2 Beds,1 Bath,"2,520 sqft",1930,No Info,No,"$590,000",New York
12011 201st Pl,6 Beds,3 Baths,,Year Built,,,"$899,000",New York
4112 Ithaca St,6 Beds,4 Baths,,1924,Garage,,"$2,399,000",New York
1863 E 32nd St,3 Beds,2 Baths,"1,400 sqft",1925,No Info,No,"$830,000",New York
111 Central Park #B,4 Beds,4 Baths,"3,983 sqft",2006,No Info,,"$19,500,000",New York
45 Tudor City Pl #1508,Studio,1 Bath,350 sqft,1927,No Info,,"$295,000",New York
15 Jones St #2G,1 Bed,1 Bath,,Year Built,,,"$625,000",New York
43 Giacomo Ln,4 Beds,3 Baths,"2,200 sqft",2006,Open Parking,No,"$455,000",New York
11121 Inwood St,3 Beds,2 Baths,"1,248 sqft",1930,No Info,No,"$600,000",New York
178 Pleasant Plains Ave,3 Beds,3 Baths,"2,402 sqft",1985,Garage,,"$949,000",New York
151 Rogers Ave #DEV,6 Beds,3 Baths,,Year Built,,,"$3,495,000",New York
382 Keap St #B,3 Beds,4 Baths,"3,087 sqft",2018,No Info,,"$2,699,000",New York
502 E 7th St,8 Beds,3 Baths,"3,533 sqft",1925,Garage,,"$1,799,000",New York
60 Knolls Cres #1J,3 Beds,1 Bath,"237,800 sqft ",1953,Garage,,"$190,162",New York
78-14 Austin St #2H,1 Bed,1 Bath,,Year Built,,,"$295,000",New York
104-14 116th St,11 Beds,6 Baths,,Year Built,,,"$1,050,000",New York
67-27 223rd Pl #B,1 Bed,1 Bath,,,,,"$245,000",New York
20 Benton Ave,3 Beds,2 Baths,"1,220 sqft",1960,Open Parking,No,"$599,000",New York
1633 Bayview Ave,4 Beds,3 Baths,"1,836 sqft",1950,2 Parking Spaces,,"$799,000",New York
404 E 79th St #20G,2 Beds,2 Baths,"1,059 sqft",1986,No Info,Pool,"$1,595,000",New York
110 Lefferts Pl,6 Beds,6 Baths,"4,135 sqft",1900,No Info,,"$2,995,000",New York
190 W 9th St,2 Beds,2 Baths,"1,558 sqft",2005,No Info,,"$2,200,000",New York
119-11 197th St,4 Beds,2 Baths,"1,664 sqft",1940,No Info,No,"$430,000",New York
8124 11th Ave,4 Beds,5 Baths,"4,500 sqft",2007,Garage,No,"$5,400,000",New York
443 Greenwich St #2H,4 Beds,5 Baths,"3,950 sqft",1882,No Info,Pool,"$16,500,000",New York
192 Virginia Ave,3 Beds,1 Bath,792 sqft,1910,Open Parking,No,"$318,000",New York
53 Downing St #1,5 Beds,8 Baths,"8,260 sqft",1900,No Info,,"$15,700,000",New York
178 Concord St #2B,1 Bed,1 Bath,,2018,No Info,,"$865,000",New York
1151 83rd St,6 Beds,5 Baths,"3,958 sqft",1995,No Info,No,"$6,188,000",New York
222-15 Jamaica Ave #2,4 Beds,2 Baths,"3,420 sqft",1931,No Info,,"$870,000",New York
201 W 72nd St #8C,2 Beds,2 Baths,"1,070 sqft ",1991,No Info,Pool,"$2,150,000",New York
116 Fine Blvd,5 Beds,5 Baths,"4,048 sqft ",1975,Open Parking,No,"$2,199,900",New York
217 5th Ave #2,2 Beds,1 Bath,"1,250 sqft",1921,No Info,,"$1,495,000",New York
1313C Clay Ave,6 Beds,2 Baths,"2,416 sqft",1963,No Info,,"$649,000",New York
24-75 38th St #A5,1 Bed,1 Bath,,1929,No Info,,"$399,000",New York
270 12th St #4,3 Beds,2 Baths,"1,231 sqft",2003,No Info,,"$1,630,000",New York
176 W 87th St #6C,2 Beds,2 Baths,,Year Built,,,"$1,425,000",New York
1354 73rd St,4 Beds,3 Baths,"2,625 sqft",1920,Garage,,"$1,648,000",New York
315 Gates Ave #4G,2 Beds,2 Baths,982 sqft ,2009,No Info,,"$995,000",New York
2090 Madison Ave #4B,2 Beds,1 Bath,750 sqft,1920,None,,"$275,000",New York
82 Horatio St #4C,Studio,1 Bath,,Year Built,,,"$769,000",New York
60 E 8th St #15N,1 Bed,1 Bath,,Year Built,,Pool,"$1,525,000",New York
68-61 Yellowstone Blvd #117,1 Bed,1 Bath,,Year Built,,,"$279,000",New York
333 E 92nd St #1A,1 Bed,2 Baths,570 sqft,No Info,No Info,,"$424,999",New York
372 Dekalb Ave #6H,2 Beds,2 Baths,,1930,No Info,,"$1,275,000",New York
61 Reeve Pl,4 Beds,2 Baths,"2,514 sqft",1899,No Info,Pool,"$1,695,000",New York
10-44 Totten St,4 Beds,5 Baths,"4,400 sqft",2001,No Info,No,"$3,350,000",New York
133 W 11th St #Townhouse,4 Beds,8 Baths,"6,574 sqft",2013,No Info,Pool,"$19,950,000",New York
198 8th Ave #5F,1 Bed,1 Bath,375 sqft,1960,No Info,,"$525,000",New York
9907 42nd Ave,11 Beds,6 Baths,"4,050 sqft",1931,No Info,,"$1,388,000",New York
94 Thompson St #T,3 Beds,4 Baths,"3,500 sqft",1900,No Info,,"$10,900,000",New York
119 Aspen Knolls Way,2 Beds,2 Baths,"1,354 sqft",2001,Garage,Pool,"$419,000",New York
519 E 87th St #3B,Studio,1 Bath,,1910,None,,"$255,000",New York
374 S 2nd St #32,1 Bed,1 Bath,650 sqft,1924,No Info,,"$404,999",New York
535 E 72nd St #4A,1 Bed,1 Bath,650 sqft,1910,No Info,,"$549,000",New York
11-16 Main Ave #2E,1 Bed,1 Bath,742 sqft,2021,No Info,,"$742,000",New York
70-03 252nd St #131B,1 Bed,1 Bath,600 sqft,1950,1 Car Garage,,"$199,000",New York
270 Greaves Ave,3 Beds,3 Baths,"1,440 sqft",1994,Open Parking,No,"$649,000",New York
25 Mercer St,4 Beds,5 Baths,"4,350 sqft",2016,None,,"$25,000,000",New York
1993 Amsterdam Ave #64,2 Beds,1 Bath,700 sqft,1907,No Info,,"$199,000",New York
875 5th Ave,4 Beds,6 Baths,"224,000 sqft ",1940,No Info,,"$10,000,000",New York
22 N 6th St #1A,3 Beds,3 Baths,"2,655 sqft",2008,No Info,Pool,"$5,245,000",New York
1 Wall Street Ct #909,2 Beds,2 Baths,949 sqft,1904,No Info,,"$995,000",New York
11-16 Main Ave #3A,1 Bed,1 Bath,685 sqft,2021,No Info,,"$817,200",New York
1802 Hering Ave,4 Beds,2 Baths,"1,980 sqft",1948,1 Car Garage,,"$615,000",New York
71-33 162nd St #4D,1 Bed,1 Bath,689 sqft,2008,No Info,,"$488,000",New York
47 Vestry St #1S,2 Beds,2 Baths,"2,400 sqft",1915,No Info,,"$3,495,000",New York
768 5th Ave #1326,Studio,2 Baths,713 sqft,1907,No Info,,"$1,250,000",New York
30-47 Hobart St #4K,1 Bed,1 Bath,650 sqft,,,Pool,"$288,000",New York
4711 Osman Pl #2FAMILY,5 Beds,4 Baths,"2,600 sqft",1930,No Info,,"$799,000",New York
21 1/2 King St,5 Beds,8 Baths,"5,692 sqft",1900,No Info,,"$8,750,000",New York
5621 Netherland Ave #2D,1 Bed,1 Bath,750 sqft,,,,"$199,000",New York
754 E 84th St,7 Beds,5 Baths,,,,,"$500,000",New York
231 Roma Ave,3 Beds,3 Baths,"1,962 sqft",2021,Garage,No,"$659,000",New York
606 Hampton Ave,5 Beds,6 Baths,"6,000 sqft",2011,Garage,Yes,"$6,595,000",New York
190-18 114th Dr,4 Beds,2 Baths,,1930,Garage,No,"$330,000",New York
86 Erastina Pl,5 Beds,2 Baths,"1,603 sqft",1915,Garage,No,"$609,000",New York
1337 E 24th St,5 Beds,3 Baths,"4,000 sqft",1925,Garage,No,"$1,850,000",New York
264 6th Ave #4A,1 Bed,1 Bath,650 sqft,1921,None,,"$639,000",New York
165 Pulaski Ave,3 Beds,2 Baths,936 sqft,1920,Open Parking,No,"$399,900",New York
233 E 86th St #7A,1 Bed,1 Bath,,Year Built,,,"$399,000",New York
86-11 151st Ave #5K,3 Beds,2 Baths,"1,320 sqft",1964,Open Parking,,"$488,000",New York
1925 Albany Ave,5 Beds,3 Baths,"2,240 sqft",1925,Garage,,"$899,000",New York
23-35 Bell Blvd #2K,1 Bed,1 Bath,,Year Built,,,"$199,000",New York
98 2nd Pl #2-R,2 Beds,2 Baths,,1900,No Info,,"$1,195,000",New York
53 Poplar Ave #53,2 Beds,2 Baths,"1,225 sqft",1930,No Info,,"$349,000",New York
64 W 89th St #2F,2 Beds,2 Baths,,1900,No Info,,"$1,500,000",New York
37 Dewey Ave,5 Beds,3 Baths,"2,350 sqft",1965,Attached Garage,,"$738,000",New York
8110 95th Ave,5 Beds,3 Baths,"1,424 sqft",1920,Garage,,"$699,888",New York
1762 Madison Pl,4 Beds,3 Baths,"1,800 sqft",1920,No Info,No,"$999,000",New York
408 Saint Johns Pl #2F,1 Bed,1 Bath,,1924,No Info,,"$599,000",New York
122 Congress St,5 Beds,5 Baths,"4,122 sqft",1930,No Info,No,"$6,750,000",New York
53-06 66th St,3 Beds,3 Baths,"1,224 sqft",1930,1 Car Garage,,"$749,000",New York
13111 Kew Gardens Rd #6C,2 Beds,1 Bath,900 sqft,1960,No Info,,"$248,888",New York
680 W 204th St #3A,1 Bed,1 Bath,,Year Built,,,"$399,000",New York
53 W 53rd St #78,4 Beds,4 Baths,"7,455 sqft",2019,No Info,Pool,"$64,730,000",New York
31-29 35th St #6,11 Beds,6 Baths,"3,720 sqft",1923,No Info,,"$1,988,000",New York
360 Furman St #1216,6 Beds,6 Baths,"8,500 sqft",1928,No Info,,"$14,950,000",New York
1576 Allerton Ave,2 Beds,1 Bath,800 sqft,1948,1 Car Garage,No,"$499,000",New York
76-18 251st St,2 Beds,2 Baths,896 sqft,1950,No Info,No,"$429,900",New York
622 Washington St #1A,2 Beds,1 Bath,904 sqft,1960,Open Parking,,"$1,495,000",New York
265 E 7th St #NO1,2 Beds,1 Bath,"1,200 sqft",1900,No Info,,"$1,175,000",New York
216-45 68th Ave,2 Beds,1 Bath,,No Info,Garage,No,"$298,000",New York
42-40 Bowne St #2,2 Beds,2 Baths,"1,100 sqft",1956,Garage,,"$395,000",New York
36 Grace Ct,6 Beds,5 Baths,"4,210 sqft",1915,No Info,No,"$7,450,000",New York
20 E 73rd St,8 Beds,10 Baths,"11,371 sqft",1911,No Info,,"$32,500,000",New York
13-07 141st St,4 Beds,4 Baths,"2,000 sqft",1954,No Info,No,"$1,199,888",New York
30 Main St #11BC,6 Beds,5 Baths,"3,576 sqft",1910,No Info,,"$6,888,000",New York
45 Tudor City Pl #1909,Studio,1 Bath,,Year Built,,,"$257,900",New York
41 Eastern Pkwy #12A,4 Beds,3 Baths,"2,100 sqft",1926,Garage,,"$2,300,000",New York
563 Mill Rd,7 Beds,4 Baths,"2,154 sqft",1982,Garage,,"$799,000",New York
134 W 113th St #4F,1 Bed,1 Bath,750 sqft,1910,No Info,,"$249,000",New York
67-25 218th St #D,2 Beds,2 Baths,,,,,"$425,000",New York
40-05 Ithaca St #1A,2 Beds,1 Bath,800 sqft,1941,No Info,,"$325,000",New York
233 Saint Marys Ave,3 Beds,3 Baths,"1,164 sqft",1915,No Info,No,"$619,900",New York
75 Prospect Park SW #D1,2 Beds,1 Bath,,Year Built,,,"$845,000",New York
190 West St #10,3 Beds,4 Baths,"3,522 sqft",2005,No Info,,"$4,775,000",New York
3634 Corlear Ave,6 Beds,3 Baths,"2,920 sqft",1965,Garage,,"$849,000",New York
415 E 85th St #7F,1 Bed,1 Bath,725 sqft,1959,No Info,,"$500,000",New York
75 E End Ave #1L,2 Beds,2 Baths,,Year Built,,,"$799,000",New York
10 Carpenter Ave,2 Beds,3 Baths,"1,944 sqft",1988,Garage,,"$439,000",New York
333 E 91st St #32C,4 Beds,5 Baths,"2,952 sqft",2007,No Info,,"$2,095,000",New York
390 W End Ave #5KN,2 Beds,2 Baths,,2008,No Info,,"$3,500,000",New York
629 Kappock St #5A,2 Beds,1 Bath,"1,000 sqft",1961,No Info,,"$249,000",New York
163-37 15th Dr,4 Beds,2 Baths,,1940,Garage,No,"$1,088,000",New York
85-38 105th St,5 Beds,4 Baths,"2,100 sqft",1920,No Info,No,"$899,900",New York
113-14 72nd Rd #6-K,2 Beds,1 Bath,"1,180 sqft",1941,No Info,,"$549,000",New York
